Plant,Light,Watering,Humidity,Temperature,Fertilizer,Pruning,Propagation,Notes,
Gladiolus,Full sun,Well-drained soil,Water regularly, especially during dry spells. Plant corms in spring. Stake tall varieties for support.,,,,,
Gloxinia,Bright indirect light,Well-drained potting mix,Water when the top inch of soil is dry. Avoid getting water on the leaves.,,,,,,
Haworthia,Full sun to partial shade,Well-drained soil,Water sparingly, allowing soil to dry out between waterings. Prune off any dead or damaged leaves.,,,,,
Hibiscus,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Fertilize during the growing season.,,,,,
Holly,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Prune in late winter or early spring.,,,,,
Hydrangea,Partial shade,Acidic soil,Water regularly, especially during dry spells. Fertilize during the growing season.,,,,,
Hyacinth,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Plant bulbs in fall.,,,,,
Impatiens,Partial shade,Moist, well-drained soil,Water regularly, especially during dry spells. Deadhead spent flowers to encourage more blooms.,,,,
Iris,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Divide clumps every 3-5 years.,,,,,
Jasmine,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Prune after flowering to encourage more blooms.,,,,,
Juniper,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Prune in late winter or early spring.,,,,,
Kalanchoe,Full sun to partial shade,Well-drained soil,Water sparingly, allowing soil to dry out between waterings. Prune off any dead or damaged leaves.,,,,,
Lavender,Full sun,Well-drained soil,Water regularly, especially during the first year, deadhead spent flowers to encourage more blooms.,,,,
Lilac,Full sun,Well-drained soil,Water regularly, especially during dry spells. Prune after flowering to encourage more blooms.,,,,,
Lily,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Plant bulbs in fall or spring.,,,,,
Magnolia,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Prune in late winter or early spring.,,,,,
Maple,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Prune in late winter or early spring.,,,,,
Marigold,Full sun,Well-drained soil,Deadhead spent flowers to encourage more blooms.,,,,,,
Monstera Deliciosa,Bright indirect light,Well-drained potting mix,Water when the top inch of soil is dry. Can be propagated by cuttings.,,,,,,
Oak,Full sun,Well-drained soil,Water regularly, especially during the first year.,,,,,
Orchid,Bright indirect light,Bark-based potting mix,Water when the bark is dry, but not completely soaked. Fertilize with orchid fertilizer once a month during the growing season.,,,,,
Peace Lily,Bright indirect light,Well-drained potting mix,Water when the top inch of soil is dry. Keep the humidity high.,,,,,,
Peony,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Divide clumps every 3-5 years.,,,,,
Peperomia,Bright indirect light,Well-drained potting mix,Water when the top inch of soil is dry. Avoid overwatering.,,,,,,
Petunia,Full sun,Well-drained soil,Water regularly, especially during dry spells. Pinch off spent flowers to encourage more blooms.,,,,,
Philodendron,Bright indirect light,Well-drained potting mix,Water when the top inch of soil is dry. Can be propagated easily by cuttings.,,,,,,
Pine,Full sun,Well-drained soil,Water regularly during dry spells.,,,,,,
Pothos,Bright indirect light,Well-drained potting mix,Water when the top inch of soil is dry. Can be propagated easily in water or soil.,,,,,,
Poppy,Full sun,Well-drained soil,Water sparingly, especially during dry spells. Allow the foliage to die back after flowering.,,,,,
Rhododendron,Partial shade,Acidic soil,Water regularly, especially during dry spells. Mulch around the base of the plant to help retain moisture.,,,,,
Rose,Full sun,Well-drained soil,Water regularly, especially during dry spells. Prune in late winter or early spring.,,,,,
Rubber Plant,Bright indirect light,Well-drained potting mix,Water when the top inch of soil is dry. Keep the humidity high.,,,,,,
Salvia,Full sun,Well-drained soil,Deadhead spent flowers to encourage more blooms.,,,,,,
Snapdragon,Full sun,Well-drained soil,Water regularly, especially during dry spells. Deadhead spent flowers to encourage more blooms.,,,,,
Snowdrop,Partial shade,Well-drained soil,Water regularly, especially during dry spells. Plant bulbs in fall.,,,,,
Snake Plant,Low light,Well-drained soil,Water sparingly, allowing soil to dry out between waterings. Fertilize with balanced fertilizer once a month during the growing season.,,,,,
Spirea,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Prune after flowering to encourage more blooms.,,,,,
Spider Plant,Bright indirect light,Well-drained potting mix,Water when the top inch of soil is dry. Propagate easily by taking cuttings.,,,,,,
Spruce,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Prune in late winter or early spring.,,,,,
Strawberry,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Mulch around the plants to help retain moisture. ,,,,,
Succulents,Full sun to partial shade,Well-drained soil,Water sparingly, allowing soil to dry out between waterings. Repot in a well-draining pot.,,,,,
Sunflower,Full sun,Well-drained soil,Water regularly during the first year, deadhead spent flowers to encourage more blooms.,,,,,
Sweet Pea,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Provide support for climbing vines.,,,,,
Tarragon,Full sun,Well-drained soil,Harvest leaves regularly to encourage new growth.,,,,,,
Thyme,Full sun,Well-drained soil,Cut back stems after flowering to promote bushier growth.,,,,,,
Tulip,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Plant bulbs in fall.,,,,,
Viburnum,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Prune after flowering to encourage more blooms.,,,,,
Weigela,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Prune after flowering to encourage more blooms.,,,,,
Wisteria,Full sun,Well-drained soil,Water regularly, especially during dry spells. Prune in late winter or early spring.,,,,,
Willow,Full sun to partial shade,Moist, well-drained soil,Water regularly, especially during dry spells. Prune in late winter or early spring.,,,,
Yew,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Prune in late winter or early spring.,,,,,
Zinnia,Full sun,Well-drained soil,Water regularly during dry spells.,,,,,,
ZZ Plant,Low light,Well-drained soil,Water sparingly, allowing soil to dry out between waterings. Very drought-tolerant.,,,,,
Apple,Full sun,Well-drained soil,Water regularly, especially during dry spells. Prune trees in late winter or early spring. Harvest apples when they are ripe and firm.,,,,,
Apricot,Full sun,Well-drained soil,Water regularly, especially during dry spells. Prune trees in late winter or early spring. Harvest apricots when they are ripe and orange.,,,,,
Avocado,Full sun,Well-drained soil,Water regularly, especially during dry spells. Protect trees from frost. Harvest avocados when they are ripe and dark green.,,,,,
Banana,Full sun,Well-drained soil,Water regularly, especially during dry spells. Protect plants from frost. Harvest bananas when they are ripe and yellow.,,,,,
Blackberry,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Prune canes after fruiting. Harvest blackberries when they are ripe and black.,,,,,
Blueberry,Partial shade,Acidic soil,Water regularly, especially during dry spells. Mulch around the plants to help retain moisture. Harvest blueberries when they are ripe and blue.,,,,,
Cherry,Full sun,Well-drained soil,Water regularly, especially during dry spells. Prune trees in late winter or early spring. Harvest cherries when they are ripe and sweet.,,,,,
Citrus,Full sun,Well-drained soil,Water regularly, especially during dry spells. Protect trees from frost. Harvest citrus fruits when they are ripe and colored.,,,,,
Coconut,Full sun,Well-drained soil,Water regularly, especially during dry spells. Protect trees from frost. Harvest coconuts when they are ripe and brown.,,,,,
Coffee,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Harvest coffee beans when they are ripe and red.,,,,,
Cranberry,Full sun to partial shade,Acidic soil,Water regularly, especially during dry spells. Harvest cranberries when they are ripe and red.,,,,,
Fig,Full sun,Well-drained soil,Water regularly, especially during dry spells. Prune trees in late winter or early spring. Harvest figs when they are ripe and sweet.,,,,,
Grape,Full sun,Well-drained soil,Water regularly, especially during dry spells. Provide trellises or cages for vines to climb. Harvest grapes when they are ripe and juicy.,,,,,
Grapefruit,Full sun,Well-drained soil,Water regularly, especially during dry spells. Protect trees from frost. Harvest grapefruits when they are ripe and pink or yellow.,,,,,
Guava,Full sun,Well-drained soil,Water regularly, especially during dry spells. Harvest guavas when they are ripe and yellow.,,,,,
Kiwi,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Provide trellises or cages for vines to climb. Harvest kiwis when they are ripe and brown.,,,,,
Lemon,Full sun,Well-drained soil,Water regularly, especially during dry spells. Protect trees from frost. Harvest lemons when they are ripe and yellow.,,,,,
Lime,Full sun,Well-drained soil,Water regularly, especially during dry spells. Protect trees from frost. Harvest limes when they are ripe and green.,,,,,
Mango,Full sun,Well-drained soil,Water regularly, especially during dry spells. Protect trees from frost. Harvest mangoes when they are ripe and yellow or red.,,,,,
 Nectarine,Full sun,Well-drained soil,Water regularly, especially during dry spells. Prune trees in late winter or early spring. Harvest nectarines when they are ripe and orange.,,,,,
Olive,Full sun,Well-drained soil,Water sparingly, allowing soil to dry out between waterings. Harvest olives when they are ripe and black.,,,,,
Orange,Full sun,Well-drained soil,Water regularly, especially during dry spells. Protect trees from frost. Harvest oranges when they are ripe and orange.,,,,,
Peach,Full sun,Well-drained soil,Water regularly, especially during dry spells. Prune trees in late winter or early spring. Harvest peaches when they are ripe and juicy.,,,,,
Pear,Full sun,Well-drained soil,Water regularly, especially during dry spells. Prune trees in late winter or early spring. Harvest pears when they are ripe and firm.,,,,,
Pineapple,Full sun,Well-drained soil,Water regularly, especially during dry spells. Protect plants from frost. Harvest pineapples when they are ripe and yellow.,,,,,
Plum,Full sun,Well-drained soil,Water regularly, especially during dry spells. Prune trees in late winter or early spring. Harvest plums when they are ripe and juicy.,,,,,
